cid,text,time,author,channel,votes,photo,heart,replies_count,video_id,video_title,video_published_at
Ugx2Hm8il_vR39hKjbp4AaABAg,Остановимся на глицине. Дальше закрадываются сомнения в компетенции.,2024-05-10T19:18:01Z,@zenabelka,UCyPq6zfNRLAztgJtP4DWQ6A,2,https://yt3.ggpht.com/ytc/AIdro_k3SJ0PKxbn4KHzPKoIC7MA7nUcH_rsU9gUS2E3LOswQB_5YR42a6W1Z_xvnnKswmNTB2U=s48-c-k-c0x00ffffff-no-rj,False,1,Gak7U_tE71k,СНИЖАЕМ ДАВЛЕНИЕ ДОМА БЕЗ ТАБЛЕТОК! Простые шаги от #докторлиза из #nikolife,2024-05-10T14:45:00Z
UgwR8rkUXAQNnIuNBBR4AaABAg,"Лиза, благодарю 🙏❤️",2024-05-10T17:51:57Z,@ekaterinasine6061,UCYfOKGFHLv_H_ZaAN_H_pgQ,2,https://yt3.ggpht.com/ytc/AIdro_n6_wlUMC9gQdN6eXQvVCJFoCHowvKZiZy7A660JNUx7GU=s48-c-k-c0x00ffffff-no-rj,False,0,Gak7U_tE71k,СНИЖАЕМ ДАВЛЕНИЕ ДОМА БЕЗ ТАБЛЕТОК! Простые шаги от #докторлиза из #nikolife,2024-05-10T14:45:00Z
UgwJ9_cEmim1y6bCNhZ4AaABAg,Благодарю ♥️🙏,2024-05-10T10:40:27Z,@СветланаЖуравлева-х2м,UCRkZPdZ15H--6ywx4mEFl-A,1,https://yt3.ggpht.com/ytc/AIdro_lZeiykQu3SJKcvUV9PRABECQK7Ir-eL37Zd_EdF9L6kcxa6BHZjhuo1kKFwGtzg-TeAhc=s48-c-k-c0x00ffffff-no-rj,False,0,pZ96EZQTKl0,ПРИЗНАКИ ДЕФИЦИТА МАГНИЯ! Какие симптомы нашли у себя? #докторлиза #nikolife,2024-05-08T14:45:06Z
UgyIQW0lkeIBmHM3zhN4AaABAg,"Hi, is there a recommended dose for a 3 year old child, that has autism signs? Thanks. Sposibo. ❤",2024-05-09T20:30:31Z,@annamarkosyan5914,UCeYbFbm1nn054yzu-FHjU0A,0,https://yt3.ggpht.com/ytc/AIdro_kGMxbRulvEv__NPzVSK4zIp3gSLtiJdsYvb27xBAzyXQE=s48-c-k-c0x00ffffff-no-rj,False,1,pZ96EZQTKl0,ПРИЗНАКИ ДЕФИЦИТА МАГНИЯ! Какие симптомы нашли у себя? #докторлиза #nikolife,2024-05-08T14:45:06Z
Ugy4d9cbaXK9iMPhfRl4AaABAg,Спасибо большое за информацию будем надеяться на лучшее решение проблемы🎉🎉🎉🎉,2024-05-09T06:43:42Z,@ЛюдмилаПопова-й6ш,UC3_HN01Odq0iu63ZE2EVWkw,1,https://yt3.ggpht.com/ytc/AIdro_nI3rObLRJCPyUPphas8uSDqzqFAED1HcJ3y8g7ghs=s48-c-k-c0x00ffffff-no-rj,False,0,pZ96EZQTKl0,ПРИЗНАКИ ДЕФИЦИТА МАГНИЯ! Какие симптомы нашли у себя? #докторлиза #nikolife,2024-05-08T14:45:06Z
UgwnaxbwmT84Pno6o6R4AaABAg,А врачи не вкурсе?😂,2024-05-09T02:37:52Z,@НинаАр-т2г,UC6QT-DPS0vpetNlBbzM2F_A,0,https://yt3.ggpht.com/ytc/AIdro_mqrLbyIGN8uAVXDIhYAErl2V6JV4kXVIeIPndULb870Hk=s48-c-k-c0x00ffffff-no-rj,False,2,pZ96EZQTKl0,ПРИЗНАКИ ДЕФИЦИТА МАГНИЯ! Какие симптомы нашли у себя? #докторлиза #nikolife,2024-05-08T14:45:06Z
UgzxJgterUY4c8N_vNt4AaABAg,А мне нельзя с и уменя кровоточит иногда десна!,2024-05-06T16:08:56Z,@ДжамиляИсаева-у7ц,UCnxbYwfqR7a7aCA7W6q6siw,1,https://yt3.ggpht.com/ytc/AIdro_keRYhTJVLKae91TNU2Ud1bQg1oqKN3tJDoQVuhqaA=s48-c-k-c0x00ffffff-no-rj,False,3,hoHdhB0LkFU,"Диагностика по ПОЛОСТИ РТА! Пиши в комментариях, нет ли у тебя этого?  #докторлиза #nikolife",2024-05-06T14:45:02Z
UgxI_xnKJFAFLyFN9EF4AaABAg,🔥🔥🔥,2024-05-06T15:12:19Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,hoHdhB0LkFU,"Диагностика по ПОЛОСТИ РТА! Пиши в комментариях, нет ли у тебя этого?  #докторлиза #nikolife",2024-05-06T14:45:02Z
UgxIM1i_26fcL6bNfAd4AaABAg,Слава Богу за здравые мысли 🔥🙏🏼,2024-05-04T01:18:37Z,@АннаХаблова-я6и,UCE_JyP2QpxMIa8ec8PcQOuA,1,https://yt3.ggpht.com/ytc/AIdro_nt5I3z1jYCvKqMdDjTdlPDXKigd4iygJ8-8B3Xiw4=s48-c-k-c0x00ffffff-no-rj,False,0,KPKoXdMhj8k,"Высокая температура у ребенка: сбивать или не сбивать, как не бояться? #докторлиза #nikolife",2024-05-02T14:45:01Z
Ugw1N11_-IOq_OoLYnN4AaABAg,Как преодолеть страх температуры ?,2024-05-03T04:25:45Z,@user-mz9ob2py99f,UCNxLKd2ExDZrs-xOxcrfBeQ,0,https://yt3.ggpht.com/gYBnRryx9gORme6k6pbu4Asy7yymFRYth-fIKvSgaN1qVADpZT75WgYGj7f5fPpF1GVMYrLPkg=s48-c-k-c0x00ffffff-no-rj,False,1,KPKoXdMhj8k,"Высокая температура у ребенка: сбивать или не сбивать, как не бояться? #докторлиза #nikolife",2024-05-02T14:45:01Z
UgzxH2WLq6mmPYYsqq94AaABAg,"Спасибо огромное, искала эту информацию и платно и бесплатно, это не так просто!)",2024-05-02T16:48:49Z,@НинаВоробьева-ъ1в,UCTzlO2OIKjyXcABTI6ceeMA,1,https://yt3.ggpht.com/ytc/AIdro_mE36yO_w4TH4LzR8aTLo9F5_EjOpAUvcHSE8kGn40=s48-c-k-c0x00ffffff-no-rj,False,0,KPKoXdMhj8k,"Высокая температура у ребенка: сбивать или не сбивать, как не бояться? #докторлиза #nikolife",2024-05-02T14:45:01Z
UgzPzilP4ZEQM7wiFTx4AaABAg,какая ценная информация!,2024-05-02T15:43:14Z,@Jany_Radha_Ramana,UCGhbeWJhQTrG3klbjcZg-cw,1,https://yt3.ggpht.com/qB7MVZYP65veCzPyx1T8bCPzE5gy4YDG6I1LGuQJA24GpdJ9A9pMVXDr2SMaUGPmeZBryOsUIA=s48-c-k-c0x00ffffff-no-rj,False,0,KPKoXdMhj8k,"Высокая температура у ребенка: сбивать или не сбивать, как не бояться? #докторлиза #nikolife",2024-05-02T14:45:01Z
Ugw81fglf_CkbyEjH7B4AaABAg,Класс! Самый полный разбор💯 Горячая тема на все времена💪🏼,2024-05-02T15:02:32Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,1,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,KPKoXdMhj8k,"Высокая температура у ребенка: сбивать или не сбивать, как не бояться? #докторлиза #nikolife",2024-05-02T14:45:01Z
UgxDyxOvR1Ndbhgm-s54AaABAg,"Наконец-то доктора рассказывают, что не вся температура враг. Интересная и полная информация про температуру, спасибо 🙏🏼",2024-05-02T14:57:30Z,@ВиксСмолякова,UCw2D47Jy-pjgf1vySV_BalA,2,https://yt3.ggpht.com/ytc/AIdro_myBJazhnvw4Uk8XJ6hN28r0uPDWqECyembfsXApsTuz4o=s48-c-k-c0x00ffffff-no-rj,False,2,KPKoXdMhj8k,"Высокая температура у ребенка: сбивать или не сбивать, как не бояться? #докторлиза #nikolife",2024-05-02T14:45:01Z
Ugy1Nv5HzhP2UduXpTp4AaABAg,Очень классно!,2024-05-02T14:57:18Z,@AnnaKuznetsova-m2e,UCHRs7ZW0XprTc8ucynLCd5A,1,https://yt3.ggpht.com/WRpjd5aYJ09V7oloMwTuofb-bR6AXlqOwoEKUMmkbaXDKrLyGaAW6cKuj9qaNq6B2gto7argrmU=s48-c-k-c0x00ffffff-no-rj,False,0,KPKoXdMhj8k,"Высокая температура у ребенка: сбивать или не сбивать, как не бояться? #докторлиза #nikolife",2024-05-02T14:45:01Z
Ugx_IJ6t_KkKitCtUCl4AaABAg,"Вроде, все знаю, но было все равно полезно ❤️‍🔥",2024-05-02T14:55:23Z,@Ольга-ш3у5о,UCzkcyw-FlspC4Ksn8hQpkzA,1,https://yt3.ggpht.com/BKv1u4seTQoveAjfyQUbq0skyRDQqhvrl_cbSWVVhS7zOKtJONOrZNdj-10IakSEEotZ8yQp=s48-c-k-c0x00ffffff-no-rj,False,0,KPKoXdMhj8k,"Высокая температура у ребенка: сбивать или не сбивать, как не бояться? #докторлиза #nikolife",2024-05-02T14:45:01Z
Ugwh7IgGK2espDprZKZ4AaABAg,"Доктор, ты в каком классе?😅",2024-05-02T11:28:20Z,@tatunaruke1715,UCI90Nj1zjVWD2BeLF-rFWjg,0,https://yt3.ggpht.com/ytc/AIdro_mHlPLzcszDNZjGgrb8PF1wwYyoVTMIvbW-i_-LeFgaH8WB=s48-c-k-c0x00ffffff-no-rj,False,1,4ir7In4CcMs,ПОСМОТРИ НА КОЖУ! Признаки ИНСУЛИНОРЕЗИСТЕНТНОСТИ от  #докторлиза #nikolife,2024-05-01T14:45:00Z
UgwNiFHhwl1IfuLBee14AaABAg,"Но потемнения в этих зонах далеко не всегда означает инсулинорезистентность. Во первых это может быть генетический фактор,  неудобная одежда и возможно еще многое другое. Нужно сдавать анализы",2024-05-02T07:36:58Z,@Olaqpwpelfnncndndnsmsms,UCIqjUMdb8wwVq2bFWJ9YE7g,0,https://yt3.ggpht.com/xknXXlXYE04ixcjTAZhgAbPxLvFhxQ8lLMgnBshgwQNv0-IKI-Hpsq4XGfYfEg0aLqgqWXyCRQ=s48-c-k-c0x00ffffff-no-rj,False,1,4ir7In4CcMs,ПОСМОТРИ НА КОЖУ! Признаки ИНСУЛИНОРЕЗИСТЕНТНОСТИ от  #докторлиза #nikolife,2024-05-01T14:45:00Z
UgyjgShu2YZCD3UrLVp4AaABAg,Все есть! Что делать? По анализам норма,2024-04-30T21:02:44Z,@Планетакис-кис,UCP3chmZCGgO5cw1hHK4hlhg,0,https://yt3.ggpht.com/ZhKcnubQ1R-sveN2TP_uB-cixMBZiaiKuzzHC4sziyd6qhLzhsd-y3JzATA4gUF2x_ZQDks5FQ=s48-c-k-c0x00ffffff-no-rj,False,1,orOFEbnj5PM,Ваша ЩИТОВИДНАЯ ЖЕЛЕЗА ПЛОХО РАБОТАЕТ! Тестирование здесь и сейчас от  #докторлиза #nikolife,2024-04-29T14:45:03Z
Ugwbpahvqol2fvS0StB4AaABAg,"Я человек с гипотериозом, нет у меня ваших симптомов, и гипотериоз, далеко, не единственная проблема. Чтобы выявить проблему нужно сдать анализы и сделать узи",2024-04-30T20:55:51Z,@ОляПопова-т4р,UCTMVcjafkhcyzMLHYnSR5Ag,3,https://yt3.ggpht.com/ytc/AIdro_neXGNNtLU1F3afB4O0hyI6BEqbdxtk_cMcg02hPmM=s48-c-k-c0x00ffffff-no-rj,False,1,orOFEbnj5PM,Ваша ЩИТОВИДНАЯ ЖЕЛЕЗА ПЛОХО РАБОТАЕТ! Тестирование здесь и сейчас от  #докторлиза #nikolife,2024-04-29T14:45:03Z
Ugysj4vghGYjimAcXid4AaABAg,Врачи такие:🗿🗿🗿🗿,2024-04-30T20:50:33Z,@INFARCTMINETA,UCXIs-UMFbxiR-teGIstkK1g,1,https://yt3.ggpht.com/4v7P5OtIxsWwz4J0wFbmmqDMDJf4DeUaN36UMWCQPNKR77dn5A21pJMbomeL6NbHszBs-UeP=s48-c-k-c0x00ffffff-no-rj,False,1,orOFEbnj5PM,Ваша ЩИТОВИДНАЯ ЖЕЛЕЗА ПЛОХО РАБОТАЕТ! Тестирование здесь и сейчас от  #докторлиза #nikolife,2024-04-29T14:45:03Z
UgwVivW2vbvLBM9o2dN4AaABAg,"&quot;Теперь вы знаете&quot;😂 так можно говорить только после сдачи анализов. А анализы на ключевые гормоны нормальный человек сдает регулярно. Зы: есть все перечисленное. Анализы сдавала недавно, не то что в пределах нормы - в идеале",2024-04-30T20:32:57Z,@vasenina_yuliya,UCPxaot9-BzNbuXYM-pmzFCw,3,https://yt3.ggpht.com/ytc/AIdro_lRyTtTAcLpiMQ_QJpT-rL4kb-F4nTlJZRUPIZqRIfoE8I=s48-c-k-c0x00ffffff-no-rj,False,3,orOFEbnj5PM,Ваша ЩИТОВИДНАЯ ЖЕЛЕЗА ПЛОХО РАБОТАЕТ! Тестирование здесь и сейчас от  #докторлиза #nikolife,2024-04-29T14:45:03Z
UgzakCpa9HKDe5vVdB94AaABAg,Чушь,2024-04-30T20:22:51Z,@Fantastic150,UC4syjI2Lv5lXap_tIZL3sog,5,https://yt3.ggpht.com/ytc/AIdro_kEYAiDsuoSKoAxlgp6ziTnWvfuro0lvXuQbIl-7iqCV44=s48-c-k-c0x00ffffff-no-rj,False,1,orOFEbnj5PM,Ваша ЩИТОВИДНАЯ ЖЕЛЕЗА ПЛОХО РАБОТАЕТ! Тестирование здесь и сейчас от  #докторлиза #nikolife,2024-04-29T14:45:03Z
Ugxq093hEzFdEPgQAYJ4AaABAg,"❗❗❗Пройдите бесплатный тест от команды докторов Nikolife для определения слабых мест в здоровье у детей по ссылке:<br><br> <a href=""https://clck.ru/35yHMA%E2%9D%97%E2%9D%97%E2%9D%97"">https://clck.ru/35yHMA❗❗❗</a>",2024-04-30T09:17:56Z,@dok_liza,UC1Sx5ZuAhIGk35hsUzb7Evw,0,https://yt3.ggpht.com/JViULz6ADsa4rt_eCCaugKIM0URlhwVJGE7QPsTk5pg_1Uvv9cY2bNwt6YP_q1r-CWDRwHYMJQ=s48-c-k-c0x00ffffff-no-rj,False,0,orOFEbnj5PM,Ваша ЩИТОВИДНАЯ ЖЕЛЕЗА ПЛОХО РАБОТАЕТ! Тестирование здесь и сейчас от  #докторлиза #nikolife,2024-04-29T14:45:03Z
UgzOrJAWPzlPUbxnQ354AaABAg,"Пройти бесплатный тест от команды докторов Nikolife для определения слабых систем здоровья у детей по ссылке:<br><br> <a href=""https://clck.ru/35yHMA"">https://clck.ru/35yHMA</a>",2024-04-24T14:31:17Z,@dok_liza,UC1Sx5ZuAhIGk35hsUzb7Evw,0,https://yt3.ggpht.com/JViULz6ADsa4rt_eCCaugKIM0URlhwVJGE7QPsTk5pg_1Uvv9cY2bNwt6YP_q1r-CWDRwHYMJQ=s48-c-k-c0x00ffffff-no-rj,False,0,7NV35nupqGk,ПОСМОТРИ НА СВОЮ КОЖУ! Диагностика от  #докторлиза из  #nikolife дома прямо сейчас!,2024-04-24T14:24:45Z
UgwAFHE1T127O0jR-Z14AaABAg,"Не редко, а всегда,если у тебя что то высыпало, болит, зудит, просто подозрительное, ноги в руки и бегом к врачам. Там сдадите анализы и будете все понятно",2024-04-24T21:30:02Z,@korn2508,UCHgsNZFJDiFlvAOFc1MpiEQ,0,https://yt3.ggpht.com/Wx_8nog-jPLcH9BcmqSuvVLwYI9ObBIPQl9oceFXHNF_c3OMuE58e5-QJEvWb9fViCjL2xdW4r0=s48-c-k-c0x00ffffff-no-rj,False,3,7NV35nupqGk,ПОСМОТРИ НА СВОЮ КОЖУ! Диагностика от  #докторлиза из  #nikolife дома прямо сейчас!,2024-04-24T14:24:45Z
UgzzMdwv0gYq54ZW3Nd4AaABAg,"Мёртвый номер, не помогает!",2025-04-18T15:09:09Z,@andyspace152,UCp5Rqzco3WBpqJitMEGc-og,0,https://yt3.ggpht.com/ytc/AIdro_nu73RQ2isXwaEl7yH5u1geUBEYnP60UZ0BoUpyjfo=s48-c-k-c0x00ffffff-no-rj,False,2,kK3vVCi4fcA,ПИЩА НЕ ПЕРЕВАРИВАЕТСЯ?! Что делать - простые шаги от #докторлиза из #nikolife,2024-04-22T14:45:03Z
UgxgiZ1eHQ0CHmGLAp94AaABAg,"Ссылка на модуль сервиса Nikolife<br><a href=""https://clck.ru/3ADgHR%C2%A0"">https://clck.ru/3ADgHR </a>                                                            Все, что вы должны знать о здоровье своего ребенка + обратная связь от педиатра для вас!",2024-04-19T13:58:29Z,@dok_liza,UC1Sx5ZuAhIGk35hsUzb7Evw,0,https://yt3.ggpht.com/JViULz6ADsa4rt_eCCaugKIM0URlhwVJGE7QPsTk5pg_1Uvv9cY2bNwt6YP_q1r-CWDRwHYMJQ=s48-c-k-c0x00ffffff-no-rj,False,0,Wnf4H6paCLM,ТЫ НЕ ПРАВИЛЬНО ИСПОЛЬЗУЕШЬ ГРАДУСНИК! Инструкция от  #докторлиза из #nikolife,2024-04-19T09:30:07Z
UgwVBPWXOfBcStY323V4AaABAg,Доверяю только обычным градусником.,2024-04-20T07:20:07Z,@ЗемаБестаева,UCdWyGmjwtWfW4hkN30LDiqg,4,https://yt3.ggpht.com/ytc/AIdro_l9fJWiYmEqBeGV7d0k_7MNOunsVsx37EKz4KaYmbk=s48-c-k-c0x00ffffff-no-rj,False,1,Wnf4H6paCLM,ТЫ НЕ ПРАВИЛЬНО ИСПОЛЬЗУЕШЬ ГРАДУСНИК! Инструкция от  #докторлиза из #nikolife,2024-04-19T09:30:07Z
UgxFDm-i5mEuCXtLbkN4AaABAg,"После пи пи он выключается через 30 секунд, 🤦‍♂️",2024-04-20T06:57:13Z,@СергейРоманов-ш4е,UCz84STXE5hxTiv0tHjwuQCQ,3,https://yt3.ggpht.com/PW9mUCBQEbKRhHC4Qv-4a827LCwj9br-GObkZmeSVBCB2qLiGZTh0NeaONU7Ae529s7CbSfQZQ=s48-c-k-c0x00ffffff-no-rj,False,1,Wnf4H6paCLM,ТЫ НЕ ПРАВИЛЬНО ИСПОЛЬЗУЕШЬ ГРАДУСНИК! Инструкция от  #докторлиза из #nikolife,2024-04-19T09:30:07Z
UgzfdbJvbw74TRezpcd4AaABAg,"У меня на механике один раз было 67 градусов и я думаю че делать, и помер, и воскрес и жил тот человек и живет про кого это слово",2024-04-20T00:36:21Z,@РоботПолицейский-й4о,UCdfyPCkUyU-ySoqrphdtovw,0,https://yt3.ggpht.com/ytc/AIdro_mKIBvcgc-aTceqse9ECXNv8jGmtBjLp1cm-FergBg=s48-c-k-c0x00ffffff-no-rj,False,1,Wnf4H6paCLM,ТЫ НЕ ПРАВИЛЬНО ИСПОЛЬЗУЕШЬ ГРАДУСНИК! Инструкция от  #докторлиза из #nikolife,2024-04-19T09:30:07Z
UgyXJuw-5aRATpLWdi14AaABAg,"Девушка очень красива, но вот про инженеров...<br><br>Т.е. догадаться сделать 2й раз бип-бип через 5 минут у инженеров мозговой активности не хватило.",2024-04-20T00:02:09Z,@Nämë_öt,UCEoD_gMIvWfgN2UUnAnTVDg,3,https://yt3.ggpht.com/ytc/AIdro_n4EABOy6Ijor53Y9vON11pv7lnVa4DCZbpGTyhfVHnh3Pxiux6cQbieChI2FN94xMBGA=s48-c-k-c0x00ffffff-no-rj,False,1,Wnf4H6paCLM,ТЫ НЕ ПРАВИЛЬНО ИСПОЛЬЗУЕШЬ ГРАДУСНИК! Инструкция от  #докторлиза из #nikolife,2024-04-19T09:30:07Z
UgxpHLc_Q5pg761Ikp14AaABAg,"А я ругалась, что градусник показывает ерунду 😅 выбросила и больше не покупала электронные))",2024-04-19T13:22:29Z,@Svetlana_Pa,UCEogmBF1lzGtmqP3h-vNdLw,1,https://yt3.ggpht.com/bD8ZDtlXHRTcK2Xy81vQCFLzacv22WE3b4pGnBGEzE1E0Dl1tbomj8Zh2BptugtmuIx19r_c2E0=s48-c-k-c0x00ffffff-no-rj,False,1,Wnf4H6paCLM,ТЫ НЕ ПРАВИЛЬНО ИСПОЛЬЗУЕШЬ ГРАДУСНИК! Инструкция от  #докторлиза из #nikolife,2024-04-19T09:30:07Z
UgykVhqYUJiG5jbmtHJ4AaABAg,Ребристые еще могут говорить о ревматизме,2024-04-18T20:09:22Z,@mikakami727,UCX8hGdLbnCVG33TFSOX-ndw,1,https://yt3.ggpht.com/ytc/AIdro_lCcLaQxWcvI2EGO1Yx8JghVogwuIvweQtKO2WljVQO8Z9U-9WIqXep9b4I_4RwnbLfMQ=s48-c-k-c0x00ffffff-no-rj,False,1,X1op7Ylt_FE,ПОСМОТРИ НА СВОИ НОГТИ!Диагностика дома от  #докторлиза из  #nikolife Что нашел у себя? Пиши!,2024-04-17T14:45:03Z
UgxPeMlXVakmh4JLuDZ4AaABAg,"А то, что вы показали на последнем фото и вовсе возрастные ногти, никакой витамин с там не поможет))<br>Если вы не мастер и не дерматолог, и не эндокринолог, то не стоит, возможно, залезать туда, где вашей компетентности не достаточно 🤷‍♀️<br>Пищу это абсолютно без негатива. Просто неприятно, что кому-то голову забьёте не тем, и ведь поверят 🤦‍♀️",2024-04-16T19:13:16Z,@crisisnulo,UCreFRjm8h9y7Jvtsy0w2uow,1,https://yt3.ggpht.com/sv5DOL7Bc69pk0ZMR8lGe2bINFH5B69ynuQkK-RWuzTIvQYpcrC-Qhq3bmkIZIVC7TlMt8KRTQ=s48-c-k-c0x00ffffff-no-rj,False,1,APkF3qFQfQo,ОПРЕДЕЛИ ДЕФИЦИТЫ ПО НОГТЯМ! Пиши в комментариях что нашли у себя? #докторлиза #nikolife,2024-04-15T14:45:00Z
UgwtbJKNE3lMYtAgQ0V4AaABAg,"Зачем вы вводите в заблуждение. Онихолизис чаще всего от нагрузки на ногти. Например, если вы долго носите наращивание или гель-лак, или же ударили ноготь. Особенно под покрытием это все может быть не заметно. И очень часто онихолизис переходит плавно в микоз - грибок, потому чтом в этих пространствах копится влага и грязь. И многие подобные &quot;заболевания&quot; - это просто сказки мастеров маникюра, к сожалению. Диагностикой по ногтям в домашних условиях заниматься не рекомендую, идите к дерматологу, а то все вечно их почему-то боятся... Это как любые симптомы гуглить, ничего хорошего не поставите сами себе)))",2024-04-16T19:05:24Z,@crisisnulo,UCreFRjm8h9y7Jvtsy0w2uow,2,https://yt3.ggpht.com/sv5DOL7Bc69pk0ZMR8lGe2bINFH5B69ynuQkK-RWuzTIvQYpcrC-Qhq3bmkIZIVC7TlMt8KRTQ=s48-c-k-c0x00ffffff-no-rj,False,1,APkF3qFQfQo,ОПРЕДЕЛИ ДЕФИЦИТЫ ПО НОГТЯМ! Пиши в комментариях что нашли у себя? #докторлиза #nikolife,2024-04-15T14:45:00Z
UgzLhLfzkhSn6bva3yl4AaABAg,"Не думаю, что настолько негативным вайбом в своих видео вы вызываете желание подписаться. Такая штука на ногтях может быть от травмы. В итоге тревожные люди все равно будут делать покрытие, но тревожиться о том, не пропустили ли они рак 🤦‍♀️🤦‍♀️🤦‍♀️",2024-04-16T19:09:25Z,@crisisnulo,UCreFRjm8h9y7Jvtsy0w2uow,0,https://yt3.ggpht.com/sv5DOL7Bc69pk0ZMR8lGe2bINFH5B69ynuQkK-RWuzTIvQYpcrC-Qhq3bmkIZIVC7TlMt8KRTQ=s48-c-k-c0x00ffffff-no-rj,False,1,o1RR4j5nlQo,ПРОФИЛАКТИКА ОНКОЛОГИИ! НЕМЕДЛЕННО СНИМИ ГЕЛЬ ЛАК! #докторлиза #nikolife,2024-04-12T14:45:04Z
Ugw-iBMXOS0z1OE8JC14AaABAg,"Не до мастер. Слушать тошно. Обычные травмы, которые срамтут вмемте с ногтевой пластиной. НЕ СТЫДНО, НА ЛЮДЕЙ ЖУТИ НАГОНЯТЬ?",2024-04-13T20:09:31Z,@ВикторияМайер-э8ю,UCrWbCh4sYp1maq8Mz_h3gpw,1,https://yt3.ggpht.com/aI1jAwaT8BFNBLdT-n0tyN8yt-QAsdmO_6vS4EiVlYnzrWByUSyg9OgSsEjGA3ovttuZvhcEqg=s48-c-k-c0x00ffffff-no-rj,False,1,o1RR4j5nlQo,ПРОФИЛАКТИКА ОНКОЛОГИИ! НЕМЕДЛЕННО СНИМИ ГЕЛЬ ЛАК! #докторлиза #nikolife,2024-04-12T14:45:04Z
Ugz-Q52fHd7IrTfZb6d4AaABAg,Не птзди,2024-04-13T20:03:18Z,@ОльгаКасьянова-ю4м,UCbsxSZO6KchLFmEoeoUlhBg,0,https://yt3.ggpht.com/ytc/AIdro_npD85jdUn6g4VwZMdlnlqFKrc0GtJ2rVtOJCE2aqvXCytNh8_u9xd9XWFV9bygkVELl3s=s48-c-k-c0x00ffffff-no-rj,False,0,o1RR4j5nlQo,ПРОФИЛАКТИКА ОНКОЛОГИИ! НЕМЕДЛЕННО СНИМИ ГЕЛЬ ЛАК! #докторлиза #nikolife,2024-04-12T14:45:04Z
Ugx3kDrgrwAUF7WdPzF4AaABAg,Это синяк,2024-04-13T19:43:30Z,@cola6134,UCI5Qy_jEmOowiUGCdU26EjQ,0,https://yt3.ggpht.com/VH7h8VlQeCmojxmiMKER8SnsT-NeyFwZWwbGxpKFyeOTtp8OHKrytCHyjGdtG2ZmXq5euT1WKw=s48-c-k-c0x00ffffff-no-rj,False,2,o1RR4j5nlQo,ПРОФИЛАКТИКА ОНКОЛОГИИ! НЕМЕДЛЕННО СНИМИ ГЕЛЬ ЛАК! #докторлиза #nikolife,2024-04-12T14:45:04Z
UgzwCn3E7F38IHVxlph4AaABAg,А Советчик отучился в техникуме по специальности &quot;швея мотористка&quot; обязательно подписывайтесь,2024-04-13T19:24:12Z,@svetlanaapreleva8963,UCN_o6F1-9-RPOaV1b2rZzrw,3,https://yt3.ggpht.com/ytc/AIdro_med3sXsM7uap19P6cd3X6e81DfSOgVJ9Rq_qnRPf8=s48-c-k-c0x00ffffff-no-rj,False,1,o1RR4j5nlQo,ПРОФИЛАКТИКА ОНКОЛОГИИ! НЕМЕДЛЕННО СНИМИ ГЕЛЬ ЛАК! #докторлиза #nikolife,2024-04-12T14:45:04Z
UgzibE647AAmed3s_ER4AaABAg,Судя по вашей логике ногти не отрастают?,2024-04-13T18:57:44Z,@Amber_skin_minsk,UCGMUbldDJFo52RG5axT0KSw,1,https://yt3.ggpht.com/YdLfazJG5jnRaZE_sIUaWOFq5IysLaMevB_t7mIvzN3jc4Pcil5tkEz1gkMF9iw3AiTcqfDC-w=s48-c-k-c0x00ffffff-no-rj,False,1,o1RR4j5nlQo,ПРОФИЛАКТИКА ОНКОЛОГИИ! НЕМЕДЛЕННО СНИМИ ГЕЛЬ ЛАК! #докторлиза #nikolife,2024-04-12T14:45:04Z
UgylG4djEfCSayRssBF4AaABAg,У меня такое было при защемлении,2024-04-13T18:41:28Z,@Аринасвайт,UCIQqNIRbyCL8nT7lIxqayqw,1,https://yt3.ggpht.com/ytc/AIdro_lEsEzy_n_D0wE1vql_b7OyqWCgEky1HCzGQoxSRvv75j6dXp6Ycq0L25jNWgIEzNoILVk=s48-c-k-c0x00ffffff-no-rj,False,1,o1RR4j5nlQo,ПРОФИЛАКТИКА ОНКОЛОГИИ! НЕМЕДЛЕННО СНИМИ ГЕЛЬ ЛАК! #докторлиза #nikolife,2024-04-12T14:45:04Z
UgyqQSElGHcGKb-2fj94AaABAg,"Зачем снимать? Если она есть, ее и так видно...",2024-04-13T18:23:34Z,@Anna-u1c8f,UC3uSrY8WBYxnrFwe7MmMPqw,1,https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s48-c-k-c0x00ffffff-no-rj,False,1,o1RR4j5nlQo,ПРОФИЛАКТИКА ОНКОЛОГИИ! НЕМЕДЛЕННО СНИМИ ГЕЛЬ ЛАК! #докторлиза #nikolife,2024-04-12T14:45:04Z
